time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2004-09-27T19:07:04.840Z,28.228,54.322,49.2,3.8,mb,15,177.7,,0.47,us,usp000d55v,2014-11-07T01:23:34.010Z,"62 km SSW of D?r?b, Iran",earthquake,,27,,2,reviewed,us,us
2004-09-17T23:32:25.260Z,28.605,52.75,35,3.8,mb,16,148.4,,0.89,us,usp000d4gt,2014-11-07T01:23:30.308Z,"31 km SSE of F?r?z?b?d, Iran",earthquake,,,,2,reviewed,us,us
2004-09-09T01:27:38.850Z,26.543,63.053,39.2,4.7,mb,49,164.5,,0.84,us,usp000d3y4,2014-11-07T01:23:27.456Z,"60 km N of Turbat, Pakistan",earthquake,,29.8,,27,reviewed,us,us
2004-09-08T22:19:37.460Z,31.638,50.84,49.4,4.7,mb,54,190.6,,0.93,us,usp000d3y0,2014-11-07T01:23:27.445Z,"55 km SW of Bor?jen, Iran",earthquake,,11.2,,25,reviewed,us,us
2004-09-03T14:09:00.690Z,26.944,54.568,54.6,4.4,mb,45,145.7,,0.49,us,usp000d3f6,2014-11-07T01:23:24.088Z,"52 km NW of Bandar-e Lengeh, Iran",earthquake,,13.1,,19,reviewed,us,us
2004-09-01T16:31:23.130Z,28.136,54.102,70,4.6,mb,13,96.5,,1.27,us,usp000d3by,2014-11-07T01:23:22.281Z,"51 km N of Ger?sh, Iran",earthquake,,67.7,,2,reviewed,us,us
2004-08-31T22:26:41.740Z,28.543,53.66,52.5,4.4,mb,82,97.6,,0.89,us,usp000d3ad,2014-11-07T01:23:18.325Z,"43 km S of Fas?, Iran",earthquake,,14.3,,50,reviewed,us,us
2004-08-31T04:45:21.640Z,28.549,53.386,79.2,4.3,mb,23,145.1,,0.92,us,usp000d38w,2014-11-07T01:23:18.136Z,"50 km SSW of Fas?, Iran",earthquake,,59.9,,10,reviewed,us,us
2004-08-31T04:34:15.960Z,28.677,53.569,63.7,4.5,mb,60,126.9,,0.71,us,usp000d38r,2014-11-07T01:23:18.119Z,"29 km SSW of Fas?, Iran",earthquake,,13.5,,34,reviewed,us,us
2004-08-28T04:32:10.820Z,31.139,57.4,10,4.2,mb,14,180.2,,1.05,us,usp000d2zm,2014-11-07T01:23:16.480Z,"58 km ESE of R?var, Iran",earthquake,,,,1,reviewed,us,us
2004-08-27T17:46:47.120Z,28.449,51.567,39.5,3.7,mb,11,144.9,,1.23,us,usp000d2yt,2014-11-07T01:23:16.231Z,"91 km SE of Bushehr, Iran",earthquake,,30.9,,1,reviewed,us,us
2004-08-16T06:31:02.290Z,29.134,58.416,50,3.9,mb,15,167.3,,0.87,us,usp000d28s,2014-11-07T01:23:13.329Z,"6 km ENE of Bam, Iran",earthquake,,,,3,reviewed,us,us
2004-08-16T01:23:29.120Z,30.295,51.926,10,4.3,mb,67,69,,1.11,us,usp000d289,2014-11-07T01:23:13.097Z,"43 km ENE of N?r?b?d, Iran",earthquake,,,,27,reviewed,us,us
2004-08-10T02:31:03.900Z,28.485,57.068,24.9,5,mb,194,87.3,,0.92,us,usp000d1v8,2022-05-02T17:22:26.144Z,"91 km SSE of K?h Sef?d, Iran",earthquake,,,,90,reviewed,us,us
2004-08-05T16:25:21.270Z,28.856,57.216,10,4.1,mb,16,99.2,,1.17,us,usp000d1jb,2014-11-07T01:23:09.276Z,"61 km SE of K?h Sef?d, Iran",earthquake,,,,2,reviewed,us,us
2004-07-22T04:51:36.010Z,29.115,58.311,10,4.8,mwc,58,95.9,,0.97,us,usp000d0nw,2016-11-10T00:40:57.374Z,"4 km WNW of Bam, Iran",earthquake,,,,,reviewed,us,hrv
2004-07-14T04:42:03.970Z,30.525,57.526,52.8,3.7,mb,11,238,,1.19,us,usp000d04x,2014-11-07T01:22:53.826Z,"50 km ENE of Kerman, Iran",earthquake,,44.1,,1,reviewed,us,us
2004-07-13T05:50:05.350Z,29.228,57.091,25,4.2,mb,17,128.5,,0.69,us,usp000d02k,2014-11-07T01:22:53.501Z,"28 km E of K?h Sef?d, Iran",earthquake,,,,8,reviewed,us,us
2004-07-07T18:46:04.950Z,27.347,53.405,65.8,4.5,mb,57,119.4,,0.77,us,usp000czr1,2014-11-07T01:22:51.825Z,"56 km ESE of Mohr, Iran",earthquake,,17.4,,26,reviewed,us,us
2004-07-03T22:22:22.160Z,28.38,56.502,90.8,4.2,mb,26,174.4,,1.15,us,usp000czgn,2014-11-07T01:22:49.988Z,"103 km SSW of K?h Sef?d, Iran",earthquake,,38.3,,10,reviewed,us,us
2004-06-27T16:06:08.590Z,21.13,61.858,10,4.2,mb,12,195.4,,1,us,usp000cyzx,2014-11-07T01:22:42.833Z,"288 km SE of Sur, Oman",earthquake,,,,4,reviewed,us,us
2004-06-25T14:42:55.510Z,30.577,50.729,24.4,4.7,mb,115,52.1,,0.73,us,usp000cyrx,2014-11-07T01:22:41.313Z,"25 km NNW of Dogonbadan, Iran",earthquake,,,,47,reviewed,us,us
2004-06-17T13:57:24.390Z,28.983,58.626,10,3.5,mb,8,264.6,,1.26,us,usp000cy3w,2014-11-07T01:22:38.544Z,"29 km ESE of Bam, Iran",earthquake,,,,1,reviewed,us,us
2004-06-13T08:26:29.580Z,29.508,50.806,40,4.4,mb,24,212,,0.97,us,usp000cxue,2014-11-07T01:22:37.442Z,"29 km ESE of Bandar-e Gen?veh, Iran",earthquake,,,,6,reviewed,us,us
2004-06-12T06:35:23.210Z,27.967,53.184,45,3.7,mb,11,282.4,,1.42,us,usp000cxrf,2014-11-07T01:22:37.084Z,"54 km NNE of Mohr, Iran",earthquake,,0,,2,reviewed,us,us
2004-06-11T11:02:20.930Z,27.799,53.11,48.4,4.4,mb,59,94.4,,0.64,us,usp000cxph,2014-11-07T01:22:36.860Z,"35 km NE of Mohr, Iran",earthquake,,11.3,,26,reviewed,us,us
2004-05-30T23:48:13.550Z,32.178,49.259,50,4.5,mb,90,85.3,,1.21,us,usp000cwp7,2014-11-07T01:22:26.506Z,"27 km N of Masjed Soleym?n, Iran",earthquake,,,,40,reviewed,us,us
2004-05-29T05:19:55.590Z,31.277,56.641,40.6,4,mb,13,184.1,,1.31,us,usp000cwgw,2014-11-07T01:22:25.762Z,"central Iran",earthquake,,27.1,,1,reviewed,us,us
2004-05-29T02:33:48.270Z,29.111,58.35,10,4.2,mb,26,177.4,,1.12,us,usp000cwgk,2014-11-07T01:22:25.683Z,"0 km NW of Bam, Iran",earthquake,,,,5,reviewed,us,us
2004-05-25T16:08:12.200Z,27.992,62.731,57.1,3.8,mb,15,193.3,,0.81,us,usp000cw6t,2014-11-07T01:22:24.153Z,"151 km E of Kh?sh, Iran",earthquake,,49.2,,3,reviewed,us,us
2004-05-14T10:56:41.650Z,30.78,50.424,49.5,4.4,mb,29,108.7,,0.74,us,usp000cv14,2014-11-07T01:22:18.682Z,"13 km W of Dehdasht, Iran",earthquake,,19.3,,7,reviewed,us,us
2004-05-08T04:39:25.060Z,29.881,51.474,66.7,5,mb,184,50,,0.84,us,usp000cue1,2022-05-02T17:10:43.226Z,"26 km S of N?r?b?d, Iran",earthquake,,10.4,,90,reviewed,us,us
2004-05-07T23:31:38.160Z,29.365,51.574,35,4.4,mb,26,256.6,,1.08,us,usp000cudd,2014-11-07T01:22:15.724Z,"29 km SSW of K?zer?n, Iran",earthquake,,,,12,reviewed,us,us
2004-04-30T13:48:55.910Z,27.724,53.286,77.6,4.6,mb,68,94.5,,1.1,us,usp000ctur,2014-11-07T01:22:09.046Z,"43 km ENE of Mohr, Iran",earthquake,,15.3,,24,reviewed,us,us
2004-04-23T19:26:12.910Z,28.429,54.124,77.9,4.6,mb,86,185.3,,1.07,us,usp000ct7s,2014-11-07T01:22:04.738Z,"54 km SW of D?r?b, Iran",earthquake,,13.9,,32,reviewed,us,us
2004-04-21T14:45:22.250Z,28.492,57.136,55,4.6,mb,39,186.7,,0.6,us,usp000ct20,2014-11-07T01:22:03.912Z,"92 km SSE of K?h Sef?d, Iran",earthquake,,,,17,reviewed,us,us
2004-04-21T11:43:38.150Z,27.706,53.637,45,4.4,mb,34,166,,1.14,us,usp000ct1s,2014-11-07T01:22:03.888Z,"49 km W of Ger?sh, Iran",earthquake,,0,,15,reviewed,us,us
2004-04-13T03:47:03.960Z,27.076,56.043,45,4.2,mb,14,243.3,,1.17,us,usp000cscm,2014-11-07T01:21:58.253Z,"26 km WNW of Qeshm, Iran",earthquake,,,,4,reviewed,us,us
2004-04-11T07:27:30.600Z,28.982,57.844,25,4.5,mb,8,219,,0.84,us,usp000cs7w,2014-11-07T01:21:57.647Z,"51 km WSW of Bam, Iran",earthquake,,,,1,reviewed,us,us
2004-04-08T14:23:04.030Z,28.969,58.203,10,4,mb,16,146.5,,0.71,us,usp000cs02,2014-11-07T01:21:55.978Z,"21 km SW of Bam, Iran",earthquake,,,,4,reviewed,us,us
2004-03-24T18:13:13.920Z,27.592,56.168,65.8,4.6,mb,70,95.8,,0.68,us,usp000cqtd,2014-11-07T01:21:46.692Z,"46 km NNW of Bandar Abbas, Iran",earthquake,,10.2,,32,reviewed,us,us
2004-03-20T17:33:47.050Z,27.704,55.192,45,4.3,mb,42,165.2,,0.58,us,usp000cqfh,2014-11-07T01:21:45.176Z,"104 km E of Ger?sh, Iran",earthquake,,,,15,reviewed,us,us
2004-03-20T01:13:41.480Z,28.929,57.48,10,3.6,mb,7,175.8,,0.66,us,usp000cqdu,2014-11-07T01:21:44.985Z,"76 km ESE of K?h Sef?d, Iran",earthquake,,,,1,reviewed,us,us
2004-03-18T13:21:20.740Z,28.409,56.973,50,4.5,mb,42,162.3,,0.65,us,usp000cq8t,2014-11-07T01:21:44.258Z,"97 km S of K?h Sef?d, Iran",earthquake,,,,21,reviewed,us,us
2004-03-04T09:22:26.220Z,31.823,50.589,77.2,4.4,mb,33,233.6,,1.06,us,usp000cp27,2014-11-07T01:21:38.149Z,"48 km S of F?rs?n, Iran",earthquake,,20.8,,8,reviewed,us,us
2004-03-02T07:51:43.020Z,28.912,51.197,10.4,5.1,mwc,193,65.9,,1.15,us,usp000cnwv,2022-05-02T17:04:36.780Z,"35 km E of Bushehr, Iran",earthquake,,15.5,,,reviewed,us,hrv
2004-03-01T16:40:42.800Z,31.824,49.509,42.9,4.6,mb,48,205.6,,0.8,us,usp000cnu9,2014-11-07T01:21:35.654Z,"23 km ESE of Masjed Soleym?n, Iran",earthquake,,12.9,,25,reviewed,us,us
2004-02-18T17:36:02.580Z,28.005,55.957,10,3.8,mb,12,163.9,,1.03,us,usp000cmgh,2014-11-07T01:21:22.470Z,"96 km NNW of Bandar Abbas, Iran",earthquake,,,,1,reviewed,us,us
2004-02-18T00:00:19.420Z,27.152,59.257,58.9,4.1,mb,24,102.7,,0.78,us,usp000cmep,2014-11-07T01:21:22.106Z,"74 km NNW of Fann?j, Iran",earthquake,,,,4,reviewed,us,us
2004-02-16T03:29:24.840Z,27.669,52.127,53.2,4.3,mb,56,145,,0.83,us,usp000cma4,2014-11-07T01:21:21.674Z,"75 km W of Mohr, Iran",earthquake,,14.4,,23,reviewed,us,us
2004-02-15T19:37:39.970Z,27.77,52.289,65.3,4.6,mb,169,94,,0.92,us,usp000cm96,2014-11-07T01:21:21.582Z,"63 km WNW of Mohr, Iran",earthquake,,14.7,,79,reviewed,us,us
2004-02-10T17:47:32.060Z,26.333,62.639,47.2,4.6,mb,58,185.8,,0.89,us,usp000ckwu,2014-11-07T01:21:20.063Z,"55 km NW of Turbat, Pakistan",earthquake,,,,24,reviewed,us,us
2004-02-05T19:35:54.350Z,31.988,51.746,40.4,4.3,mb,25,123.6,,1.04,us,usp000ckg1,2014-11-07T01:21:18.222Z,"43 km E of Bor?jen, Iran",earthquake,,17.2,,9,reviewed,us,us
2004-02-02T02:02:51.200Z,28.34,56.057,48.4,4,mb,24,162.9,,0.95,us,usp000ck79,2014-11-07T01:21:15.827Z,"126 km SW of K?h Sef?d, Iran",earthquake,,45.4,,8,reviewed,us,us
2004-01-31T09:59:12.010Z,28.607,57.805,55,4.1,mb,7,173.4,,1.49,us,usp000ck37,2014-11-07T01:21:10.840Z,"77 km SW of Bam, Iran",earthquake,,0,,3,reviewed,us,us
2004-01-28T17:29:31.570Z,29.012,58.325,10.4,4.1,mb,24,100.1,,0.87,us,usp000cjvf,2014-11-07T01:21:09.408Z,"10 km SSW of Bam, Iran",earthquake,,44.8,,4,reviewed,us,us
2004-01-28T09:33:36.610Z,27.046,57.453,38.9,4.3,mb,29,101.1,,0.9,us,usp000cjuh,2014-11-07T01:21:08.696Z,"37 km ESE of M?n?b, Iran",earthquake,,26.5,,7,reviewed,us,us
2004-01-28T09:06:48.990Z,26.878,57.513,25.7,5.2,mwc,248,49.1,,0.94,us,usp000cjuf,2022-05-02T17:01:21.975Z,"50 km ESE of M?n?b, Iran",earthquake,,,,,reviewed,us,hrv
2004-01-27T01:08:05.750Z,28.712,53.472,40,4.3,mb,26,190.1,,0.67,us,usp000cjrv,2014-11-07T01:21:08.341Z,"30 km SW of Fas?, Iran",earthquake,,0,,6,reviewed,us,us
2004-01-26T18:09:21.110Z,29.253,53.698,30,4.5,mb,31,160.9,,1.47,us,usp000cjr2,2014-11-07T01:21:08.288Z,"35 km N of Fas?, Iran",earthquake,,,,8,reviewed,us,us
2004-01-24T07:47:59.840Z,30.056,49.558,40,4.1,mb,15,205,,1.52,us,usp000cjjj,2014-11-07T01:21:07.228Z,"76 km SSW of Aghajari, Iran",earthquake,,,,4,reviewed,us,us
2004-01-22T21:19:30.890Z,29.632,51.222,25.1,4.7,mb,125,92,,0.91,us,usp000cjfc,2014-11-07T01:21:06.791Z,"40 km N of Bor?zj?n, Iran",earthquake,,,,47,reviewed,us,us
2004-01-21T13:23:36.330Z,29.169,58.239,10,4.3,mb,9,141.9,,0.21,us,usp000cjd9,2014-11-07T01:21:06.545Z,"13 km WNW of Bam, Iran",earthquake,,0,,1,reviewed,us,us
2004-01-18T23:22:34.220Z,31.891,51.784,63.4,4.6,mb,21,160.6,,0.88,us,usp000cj7f,2014-11-07T01:21:05.958Z,"47 km E of Bor?jen, Iran",earthquake,,15.5,,1,reviewed,us,us
2004-01-18T02:02:19.510Z,27.545,56.197,45,4.5,mb,47,99.3,,0.73,us,usp000cj55,2014-11-07T01:21:05.700Z,"40 km NNW of Bandar Abbas, Iran",earthquake,,,,18,reviewed,us,us
2004-01-14T16:58:48.190Z,27.695,52.397,12.4,5.2,mwc,288,35.9,,0.96,us,usp000chwj,2022-05-02T17:00:20.318Z,"50 km WNW of Mohr, Iran",earthquake,,,,,reviewed,us,hrv
2004-01-12T03:26:11.040Z,32.613,49.53,48.1,4.1,mb,13,209.8,,1.41,us,usp000chq9,2014-11-07T01:21:03.317Z,"66 km WSW of Fereyd?nshahr, Iran",earthquake,,43.2,,1,reviewed,us,us
2004-01-11T05:06:04.750Z,29.187,58.55,10,4.1,mb,18,103.6,,1.53,us,usp000chn0,2014-11-07T01:21:02.431Z,"20 km ENE of Bam, Iran",earthquake,,,,1,reviewed,us,us
2004-01-09T06:03:52.970Z,32.239,49.487,59.7,4.5,mb,18,234.9,,0.69,us,usp000chg8,2014-11-07T01:21:00.904Z,"37 km NNE of Masjed Soleym?n, Iran",earthquake,,39.9,,4,reviewed,us,us
2004-01-08T02:39:56.680Z,32.054,49.493,63.4,4.5,mb,47,129.6,,0.82,us,usp000chdv,2014-11-07T01:21:00.146Z,"22 km NE of Masjed Soleym?n, Iran",earthquake,,11.7,,27,reviewed,us,us
2004-01-07T13:55:13.080Z,31.666,49.396,50,4.4,mb,31,225.6,,0.6,us,usp000chck,2014-11-07T01:21:00.002Z,"31 km SSE of Masjed Soleym?n, Iran",earthquake,,,,10,reviewed,us,us
2004-01-07T06:59:07.460Z,31.68,49.405,50,4.1,mb,9,215,,0.61,us,usp000chbq,2014-11-07T01:20:59.910Z,"29 km SSE of Masjed Soleym?n, Iran",earthquake,,,,1,reviewed,us,us
2004-01-07T05:14:22.090Z,32.016,49.606,45.4,4.5,mb,28,205.4,,1.27,us,usp000chbj,2014-11-07T01:20:59.900Z,"29 km ENE of Masjed Soleym?n, Iran",earthquake,,20,,5,reviewed,us,us
2004-01-07T04:18:48.690Z,31.929,49.609,49.4,4.7,mb,146,51,,0.97,us,usp000chbc,2014-11-07T01:20:59.880Z,"28 km E of Masjed Soleym?n, Iran",earthquake,,11.6,,66,reviewed,us,us
2004-01-06T20:32:58.050Z,32.207,49.621,50,4.1,mb,17,235,,1.28,us,usp000chad,2014-11-07T01:20:59.800Z,"42 km NE of Masjed Soleym?n, Iran",earthquake,,,,6,reviewed,us,us
2004-01-06T19:49:32.090Z,31.956,49.425,45,4.2,mb,26,235.9,,0.67,us,usp000cha9,2014-11-07T01:20:59.793Z,"11 km E of Masjed Soleym?n, Iran",earthquake,,,,4,reviewed,us,us
2004-01-06T19:22:45.450Z,31.848,49.459,16,4.3,mb,19,192.3,,1.03,us,usp000cha7,2014-11-07T01:20:59.789Z,"17 km SE of Masjed Soleym?n, Iran",earthquake,,51,,9,reviewed,us,us
2004-01-06T14:20:04.840Z,31.854,49.48,12.4,4,mb,16,214.1,,1.07,us,usp000ch9r,2014-11-07T01:20:59.757Z,"19 km ESE of Masjed Soleym?n, Iran",earthquake,,55.3,,4,reviewed,us,us
2004-01-06T10:03:06.020Z,31.889,49.526,45,4.6,mb,37,180.2,,0.66,us,usp000ch97,2014-11-07T01:20:59.702Z,"21 km ESE of Masjed Soleym?n, Iran",earthquake,,,,17,reviewed,us,us
2004-01-06T08:58:07.310Z,31.947,49.462,45,3.9,mb,16,236,,0.7,us,usp000ch92,2014-11-07T01:20:59.694Z,"14 km E of Masjed Soleym?n, Iran",earthquake,,,,2,reviewed,us,us
2004-01-06T06:31:15.360Z,31.904,49.597,61.3,4.7,mb,198,83.7,,0.93,us,usp000ch8t,2014-11-07T01:20:59.664Z,"27 km E of Masjed Soleym?n, Iran",earthquake,,7.6,,86,reviewed,us,us
2004-01-06T02:51:29.240Z,31.723,49.446,45,4.1,mb,15,214.8,,1.16,us,usp000ch87,2014-11-07T01:20:59.557Z,"27 km SSE of Masjed Soleym?n, Iran",earthquake,,0,,2,reviewed,us,us
2004-01-06T02:27:24.080Z,31.888,49.505,34.6,4.6,mb,76,145.8,,1.12,us,usp000ch86,2014-11-07T01:20:59.550Z,"19 km ESE of Masjed Soleym?n, Iran",earthquake,,26.9,,42,reviewed,us,us
2003-12-28T15:02:12.010Z,29.01,58.393,10,4.2,mb,14,103.6,,1.04,us,usp000cgcx,2014-11-07T01:20:50.763Z,"11 km SSE of Bam, Iran",earthquake,,,,3,reviewed,us,us
2003-12-28T09:24:22.920Z,29.206,58.553,10,4.1,mb,6,163,,1.27,us,usp000cgc2,2014-11-07T01:20:50.681Z,"22 km ENE of Bam, Iran",earthquake,,,,1,reviewed,us,us
2003-12-28T06:42:59.040Z,28.493,54.12,33,4.6,mb,52,96.9,,0.74,us,usp000cgbv,2014-11-07T01:20:50.636Z,"50 km SW of D?r?b, Iran",earthquake,,,,19,reviewed,us,us
2003-12-27T04:45:41.670Z,28.992,58.24,10,3.5,ml,11,103.5,,0.76,us,usp000cg6k,2014-11-07T01:20:50.001Z,"17 km SW of Bam, Iran",earthquake,,,,,reviewed,us,thr
2003-12-26T14:08:16.020Z,29.076,58.2,10,4.6,mb,85,99.9,,0.87,us,usp000cg42,2014-11-07T01:20:49.698Z,"15 km WSW of Bam, Iran",earthquake,,,,32,reviewed,us,us
2003-12-26T09:59:58.980Z,29.007,58.317,10,4,mb,13,168.1,,0.84,us,usp000cg3r,2014-11-07T01:20:49.673Z,"11 km SSW of Bam, Iran",earthquake,,,,2,reviewed,us,us
2003-12-26T09:16:35.340Z,29.007,58.282,10,4,mb,16,100.2,,1.28,us,usp000cg3n,2014-11-07T01:20:49.667Z,"13 km SSW of Bam, Iran",earthquake,,,,2,reviewed,us,us
2003-12-26T04:40:10.950Z,31.581,49.423,33,4.4,mb,18,146.3,,1.23,us,usp000cg31,2014-11-07T01:20:49.620Z,"37 km NNW of R?mhormoz, Iran",earthquake,,,,4,reviewed,us,us
2003-12-26T03:53:25.180Z,28.787,58.121,10,4.5,mb,57,145.6,,1.36,us,usp000cg2x,2014-11-07T01:20:49.601Z,"42 km SSW of Bam, Iran",earthquake,,,,17,reviewed,us,us
2003-12-26T03:41:40.050Z,28.906,58.351,10,3.8,mb,12,168.4,,0.83,us,usp000cg2t,2014-11-07T01:20:49.595Z,"22 km S of Bam, Iran",earthquake,,,,1,reviewed,us,us
2003-12-26T03:37:39.250Z,29.11,58.276,10,3.6,ml,13,167.9,,0.74,us,usp000cg2r,2014-11-07T01:20:49.592Z,"7 km W of Bam, Iran",earthquake,,,,,reviewed,us,thr
2003-12-26T03:21:09.160Z,29.016,58.316,10,3.9,ml,16,100.1,,1.16,us,usp000cg2q,2014-11-07T01:20:49.589Z,"10 km SSW of Bam, Iran",earthquake,,,,,reviewed,us,thr
2003-12-26T03:06:13.640Z,28.932,58.325,10,5.1,mb,200,79.6,,1.21,us,usp000cg2p,2022-05-02T16:57:06.957Z,"19 km S of Bam, Iran",earthquake,,,,70,reviewed,us,us
2003-12-26T02:34:16.870Z,29.059,58.153,10,3.8,ml,23,100,,1.27,us,usp000cg2g,2014-11-07T01:20:49.567Z,"20 km WSW of Bam, Iran",earthquake,,,,,reviewed,us,thr
2003-12-26T01:56:52.440Z,28.995,58.311,10,6.6,mwc,552,44.8,,1.11,us,usp000cg2d,2022-05-02T16:57:05.773Z,"13 km SSW of Bam, Iran",earthquake,,,,,reviewed,us,hrv
2003-12-23T09:20:43.990Z,28.552,54.01,33,4.7,mb,74,96,,0.85,us,usp000cfv7,2014-11-07T01:20:48.073Z,"55 km SE of Fas?, Iran",earthquake,,,,37,reviewed,us,us
2003-12-23T06:44:31.140Z,28.445,54.057,33,4.3,mb,25,177.5,,0.59,us,usp000cfuz,2014-11-07T01:20:48.054Z,"58 km SW of D?r?b, Iran",earthquake,,,,7,reviewed,us,us
2003-12-23T06:32:38.050Z,28.429,54.089,33,4.9,mb,184,64.5,,0.89,us,usp000cfuy,2022-05-02T16:56:51.216Z,"57 km SW of D?r?b, Iran",earthquake,,,,84,reviewed,us,us
2003-12-21T19:00:14.830Z,30.016,50.106,33,3.6,mb,9,127.9,,1.13,us,usp000cfrm,2014-11-07T01:20:47.671Z,"62 km NW of Bandar-e Gen?veh, Iran",earthquake,,,,1,reviewed,us,us
2003-12-20T10:47:38.960Z,28.073,53.365,33,4.1,mb,33,188.9,,0.82,us,usp000cfnc,2014-11-07T01:20:47.303Z,"74 km NE of Mohr, Iran",earthquake,,,,13,reviewed,us,us
2003-12-18T15:19:55.720Z,29.204,50.515,33,4.3,mb,17,144.3,,0.98,us,usp000cfgk,2014-11-07T01:20:46.672Z,"19 km ESE of Kh?rk, Iran",earthquake,,,,8,reviewed,us,us
2003-12-18T15:17:45.140Z,29.487,50.742,33,4.3,mb,18,129.7,,1.13,us,usp000cfgj,2014-11-07T01:20:46.670Z,"24 km ESE of Bandar-e Gen?veh, Iran",earthquake,,,,6,reviewed,us,us
2003-12-18T10:35:09.010Z,30.317,50.935,33,4.5,mb,13,132.9,,1.26,us,usp000cfg8,2014-11-07T01:20:46.654Z,"13 km ESE of Dogonbadan, Iran",earthquake,,,,1,reviewed,us,us
2003-12-18T10:07:17.510Z,29.495,50.744,33,4.4,mb,33,207.1,,0.78,us,usp000cfg6,2014-11-07T01:20:46.649Z,"23 km ESE of Bandar-e Gen?veh, Iran",earthquake,,,,18,reviewed,us,us
2003-12-18T07:34:58.170Z,29.476,50.748,33,4.6,mb,31,178.6,,1.11,us,usp000cffz,2014-11-07T01:20:46.635Z,"25 km ESE of Bandar-e Gen?veh, Iran",earthquake,,,,12,reviewed,us,us
2003-12-15T22:57:22.670Z,28.305,54.148,10,5.1,mwc,179,46.9,,1.11,us,usp000cfbr,2022-05-02T16:56:09.793Z,"62 km SW of D?r?b, Iran",earthquake,,,,,reviewed,us,hrv
2003-12-11T16:28:17.350Z,31.953,49.209,33,5,mb,168,56.8,,0.95,us,usp000cf1c,2022-05-02T15:54:43.109Z,"9 km WNW of Masjed Soleym?n, Iran",earthquake,,,,75,reviewed,us,us
2003-12-11T10:16:01.710Z,32.26,49.295,33,4.5,mb,19,234.4,,1.06,us,usp000cf0s,2014-11-07T01:20:44.244Z,"35 km N of Masjed Soleym?n, Iran",earthquake,,,,3,reviewed,us,us
2003-12-09T17:08:54.680Z,26.586,55.494,33,3.9,mb,12,200.1,,0.86,us,usp000cewj,2014-11-07T01:20:43.582Z,"61 km E of Bandar-e Lengeh, Iran",earthquake,,,,1,reviewed,us,us
2003-12-03T07:27:06.780Z,28.08,56.989,33,4.3,mb,25,99.7,,1.15,us,usp000cedg,2014-11-07T01:20:40.068Z,"105 km N of M?n?b, Iran",earthquake,,,,6,reviewed,us,us
2003-11-28T23:19:49.880Z,28.41,54.079,33,5,mwc,343,93,,0.83,us,usp000ce3d,2022-05-02T16:54:49.151Z,"59 km SW of D?r?b, Iran",earthquake,,,,,reviewed,us,hrv
2003-11-27T01:09:41.950Z,27.751,51.65,33,4,mb,12,164.5,,0.78,us,usp000cdyz,2014-11-07T01:20:33.919Z,"123 km W of Mohr, Iran",earthquake,,,,3,reviewed,us,us
2003-11-26T05:48:11.060Z,28.06,54.195,33,4.5,mb,36,181.4,,0.74,us,usp000cdx0,2014-11-07T01:20:33.624Z,"43 km N of Ger?sh, Iran",earthquake,,,,9,reviewed,us,us
2003-11-25T09:52:00.340Z,29.079,51.354,33,4.3,mb,17,200.9,,0.83,us,usp000cdv9,2014-11-07T01:20:33.418Z,"24 km SSE of Bor?zj?n, Iran",earthquake,,,,2,reviewed,us,us
2003-11-24T06:11:18.300Z,31.4,59.336,33,4.8,mb,47,89.7,,1.13,us,usp000cdsu,2014-11-07T01:20:33.023Z,"162 km S of B?rjand, Iran",earthquake,,,,19,reviewed,us,us
2003-11-21T10:34:36.980Z,31.401,59.427,33,5,mwc,69,55.6,,0.86,us,usp000cdjw,2022-05-02T16:54:20.670Z,"163 km S of B?rjand, Iran",earthquake,,,,,reviewed,us,hrv
2003-11-18T23:38:26.730Z,30.836,51.286,33,4.6,mb,51,242.5,,0.89,us,usp000cdc2,2014-11-07T01:20:31.338Z,"Southern Iran",earthquake,,,,22,reviewed,us,us
2003-11-18T23:21:14.400Z,31.02,51.287,33,5.1,mb,300,89.9,,0.95,us,usp000cdc0,2022-05-02T16:54:11.083Z,"48 km NW of Yasuj, Iran",earthquake,,,,94,reviewed,us,us
2003-11-05T07:58:51.990Z,27.532,56.124,33,4.9,mwc,283,45.2,,0.89,us,usp000cc3t,2016-11-09T23:53:26.173Z,"41 km NNW of Bandar Abbas, Iran",earthquake,,,,,reviewed,us,hrv
2003-11-04T00:50:02.700Z,27.42,56.319,33,4.4,mb,45,102.9,,0.95,us,usp000cc0h,2014-11-07T01:20:24.266Z,"26 km N of Bandar Abbas, Iran",earthquake,,,,20,reviewed,us,us
2003-10-24T05:58:21.480Z,28.342,54.052,33,5,mwc,304,45.5,,0.89,us,usp000cb4w,2022-05-02T16:51:29.738Z,"66 km SW of D?r?b, Iran",earthquake,,,,,reviewed,us,hrv
2003-10-07T11:04:34.410Z,28.354,54.352,33,4.6,mb,36,163.6,,1.06,us,usp000c9uk,2014-11-07T01:20:09.339Z,"47 km SSW of D?r?b, Iran",earthquake,,,,14,reviewed,us,us
2003-10-05T23:08:34.090Z,30.157,50.602,33,4.6,mb,23,66.2,,1,us,usp000c9qm,2014-11-07T01:20:08.816Z,"29 km SW of Dogonbadan, Iran",earthquake,,,,2,reviewed,us,us
